,EMD_KOR_NM_left,EMD_KOR_NM_right,type,소재지,경도,위도,geometry
381,색달동,색달동,hotel,제주특별자치도 서귀포시 중산간서로 935,126.416481720079,33.2647500623385,POINT (126.416481720079 33.2647500623385)
382,강정동,강정동,hotel,제주특별자치도 서귀포시 중산간서로157번길 28-6,126.494344213394,33.257779094729,POINT (126.494344213394 33.257779094729)
383,대포동,대포동,hotel,제주특별자치도 서귀포시 중산간서로594번길 7-28,126.450723698677,33.2645027503147,POINT (126.450723698677 33.2645027503147)
384,대포동,대포동,hotel,제주특별자치도 서귀포시 중산간서로594번길 7-8,126.450980199576,33.2635086726646,POINT (126.450980199576 33.2635086726646)
385,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로 14,126.562336279883,33.2459572185083,POINT (126.562336279883 33.2459572185083)
386,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로 19-2,126.561672327489,33.246508571763,POINT (126.561672327489 33.246508571763)
387,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로 2-2,126.562282381264,33.2446721146608,POINT (126.562282381264 33.2446721146608)
388,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로 23-1,126.56173224086,33.2468234520014,POINT (126.56173224086 33.2468234520014)
389,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로41번길 13,126.560420480137,33.2479106971961,POINT (126.560420480137 33.2479106971961)
390,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로42번길 42-1,126.566181991176,33.2490679737792,POINT (126.566181991176 33.2490679737792)
391,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로47번길 11,126.560383075715,33.2484589365819,POINT (126.560383075715 33.2484589365819)
392,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로47번길 25,126.558925667778,33.2481556974778,POINT (126.558925667778 33.2481556974778)
393,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로47번길 25,126.558925667778,33.2481556974778,POINT (126.558925667778 33.2481556974778)
394,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로47번길 40,126.557578391063,33.2485075068613,POINT (126.557578391063 33.2485075068613)
395,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로47번길 7-1,126.560685626417,33.2485336688581,POINT (126.560685626417 33.2485336688581)
396,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로48번길 3,126.562157862608,33.2490936337415,POINT (126.562157862608 33.2490936337415)
397,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로54번길 12,126.562137368834,33.2493299690589,POINT (126.562137368834 33.2493299690589)
398,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로59번길 11,126.560278890295,33.2496142779195,POINT (126.560278890295 33.2496142779195)
399,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로59번길 12,126.560308594437,33.2499396910952,POINT (126.560308594437 33.2499396910952)
400,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로59번길 16,126.559883889612,33.2498716485497,POINT (126.559883889612 33.2498716485497)
401,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로71번길 15-4,126.559713513752,33.2502297139416,POINT (126.559713513752 33.2502297139416)
402,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로71번길 15-6,126.559786630842,33.2500504582263,POINT (126.559786630842 33.2500504582263)
403,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로71번길 17,126.559523126655,33.2503839398184,POINT (126.559523126655 33.2503839398184)
404,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중앙로79번길 7,126.560605026727,33.2513452078617,POINT (126.560605026727 33.2513452078617)
405,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 1,126.556567312748,33.2477083075349,POINT (126.556567312748 33.2477083075349)
406,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 100-2,126.566810603368,33.2483047706669,POINT (126.566810603368 33.2483047706669)
407,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 11,126.557556701428,33.2477010116068,POINT (126.557556701428 33.2477010116068)
408,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 14,126.557864576821,33.2473139546105,POINT (126.557864576821 33.2473139546105)
409,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 16,126.558113385429,33.2472986996804,POINT (126.558113385429 33.2472986996804)
410,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 19-6,126.558618655649,33.2480084540184,POINT (126.558618655649 33.2480084540184)
411,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 19-7,126.558363482058,33.2481367517855,POINT (126.558363482058 33.2481367517855)
412,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 21,126.55878006765,33.247725914825,POINT (126.55878006765 33.247725914825)
413,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 22,126.558657418955,33.2474054910319,POINT (126.558657418955 33.2474054910319)
414,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 24,126.558994922741,33.2472711731802,POINT (126.558994922741 33.2472711731802)
415,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 24-7,126.558979027692,33.2470175783328,POINT (126.558979027692 33.2470175783328)
416,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 36,126.560224307347,33.2473573943803,POINT (126.560224307347 33.2473573943803)
417,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로 96-6,126.566487927945,33.2482409830159,POINT (126.566487927945 33.2482409830159)
418,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로61번길 11-1,126.562705324768,33.2489030618069,POINT (126.562705324768 33.2489030618069)
419,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로61번길 17,126.562689602726,33.2493019779577,POINT (126.562689602726 33.2493019779577)
420,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로61번길 31,126.562371371945,33.2506284188973,POINT (126.562371371945 33.2506284188973)
421,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로91번길 11,126.565356373134,33.2492848184917,POINT (126.565356373134 33.2492848184917)
422,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로91번길 12-1,126.565698234579,33.249527198912,POINT (126.565698234579 33.249527198912)
423,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로91번길 28,126.564087439704,33.2503280717617,POINT (126.564087439704 33.2503280717617)
424,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로91번길 54,126.56199444504,33.2516942612588,POINT (126.56199444504 33.2516942612588)
425,서귀동,서귀동,hotel,제주특별자치도 서귀포시 중정로91번길 57-2,126.561482778542,33.251632409575,POINT (126.561482778542 33.251632409575)
426,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로 131-7,126.419591645378,33.2544330357676,POINT (126.419591645378 33.2544330357676)
427,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로 153,126.421402923553,33.2528606628805,POINT (126.421402923553 33.2528606628805)
428,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로 158-4,126.421344332992,33.2522744261758,POINT (126.421344332992 33.2522744261758)
429,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로 166,126.422372624184,33.251891689448,POINT (126.422372624184 33.251891689448)
430,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로 189,126.4248235793,33.2518897053605,POINT (126.4248235793 33.2518897053605)
431,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로178번길 21,126.42381746015,33.2498276359484,POINT (126.42381746015 33.2498276359484)
432,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로188번길 11,126.424675287869,33.250758294867,POINT (126.424675287869 33.250758294867)
433,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로188번길 15,126.424540141446,33.2505524603255,POINT (126.424540141446 33.2505524603255)
434,중문동,중문동,hotel,제주특별자치도 서귀포시 천제연로188번길 17,126.42441752766,33.250284652014,POINT (126.42441752766 33.250284652014)
435,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 13,126.560740485253,33.248828876067,POINT (126.560740485253 33.248828876067)
436,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 15,126.560669890262,33.2489550352783,POINT (126.560669890262 33.2489550352783)
437,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 31,126.56038665588,33.2503585939044,POINT (126.56038665588 33.2503585939044)
438,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 33,126.56034330461,33.2506154953822,POINT (126.56034330461 33.2506154953822)
439,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 39,126.560014139735,33.2509037545094,POINT (126.560014139735 33.2509037545094)
440,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지로 7,126.560793427411,33.248198733266,POINT (126.560793427411 33.248198733266)
441,서귀동,서귀동,hotel,제주특별자치도 서귀포시 천지연로 17-1,126.564469554613,33.2416327297503,POINT (126.564469554613 33.2416327297503)
