,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),판매점영업면적,geometry
70,3000000,PHMH320153000034087500042,20151119,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 효자동 70번지 1호,서울특별시 종로구 자하문로 82 (효자동),3042.0,씨유 종로효자점,20170428104245,I,2018-08-31 23:59:59.0,,197342.22089531,453450.527281803,,POINT (953011.6521726844 1953906.8700597796)
71,3000000,PHMH320163000034087500009,20160404,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 명륜2가 143번지 8호,서울특별시 종로구 성균관로 16 (명륜2가),3074.0,(주)코리아세븐 종로성대점,20161122173025,I,2018-08-31 23:59:59.0,,199728.737019433,453555.981542004,,POINT (955397.7843677546 1953999.5499309849)
72,3000000,PHMH320133000034087500031,20131004,,1,영업/정상,13,영업중,,,,,02-2232-0396,,110826.0,서울특별시 종로구 숭인동 217번지 20호,서울특별시 종로구 난계로29길 67 1층 (숭인동),3115.0,GS25 숭인마사회,20131004140049,I,2018-08-31 23:59:59.0,,201662.929879894,452348.860097603,,POINT (957324.7660910068 1952782.5920778487)
73,3000000,PHMH320173000034087500036,20170830,,1,영업/정상,13,영업중,,,,,02-722-5896,,,서울특별시 종로구 당주동 128번지 14호,서울특별시 종로구 새문안로3길 21 (당주동),3175.0,세븐일레븐 종로당주점,20180209143747,I,2018-08-31 23:59:59.0,,197507.405849417,452201.789572702,26.4,POINT (953170.1104281257 1952657.7450056877)
74,3000000,PHMH320173000034087500037,20170925,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 청운동 108번지 21호,서울특별시 종로구 자하문로 100-1 (청운동 청운빌딩),3047.0,GS25 청운중앙점,20180209143707,I,2018-08-31 23:59:59.0,,197319.553362216,453621.456083183,50.0,POINT (952989.9055512891 1954077.8522170153)
75,3000000,PHMH320173000034087500048,20171205,,1,영업/정상,13,영업중,,,,,02-734-7397,,3158.0,,서울특별시 종로구 삼봉로 100 1층 1호 (공평동),3158.0,씨유종로공평점,20171205160632,I,2018-08-31 23:59:59.0,,198403.062908229,452180.670203793,46.45,POINT (954065.3001897691 1952631.8567519786)
76,3000000,PHMH320173000034087500006,20170221,,1,영업/정상,13,영업중,,,,,02-747-0301,,,서울특별시 종로구 익선동 50번지 1층,서울특별시 종로구 삼일대로32가길 37 1층 (익선동),3132.0,씨유종로글로벌점,20170221175542,I,2018-08-31 23:59:59.0,,199019.836706697,452488.325210222,128.6,POINT (954683.4702688702 1952936.0998341185)
77,3000000,PHMH320173000034087500007,20170228,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 공평동 100번지 37호 104호,서울특별시 종로구 삼봉로 94 104호 (공평동),3158.0,지에스25종로94빌딩점,20170412143250,I,2018-08-31 23:59:59.0,,198438.543021,452476.131515,64.0,POINT (954102.3422064468 1952927.0116529479)
78,3000000,PHMH320163000034087500011,20160428,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 행촌동 210번지 113호 1층,서울특별시 종로구 통일로12길 62 1층 (행촌동),3026.0,씨유 종로 행촌,20160520132758,I,2018-08-31 23:59:59.0,,196568.13907383,452528.320868817,,POINT (952232.9563561844 1952989.157358816)
79,3000000,PHMH320183000034087500006,20180309,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 교북동 12번지 1호 경희궁자이 4단지,서울특별시 종로구 송월길 155 4123호 (교북동 경희궁자이 4단지),3165.0,GS25 경희궁자이점,20180604134446,I,2018-08-31 23:59:59.0,,196518.879700736,452151.254161002,48.0,POINT (952181.7051452579 1952612.5021517195)
80,3000000,PHMH320183000034087500025,20181224,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 종로5가 398번지 17호,서울특별시 종로구 청계천로 215-1 1층 (종로5가),3195.0,씨유종로광장시장점,20181224134921,I,2019-01-22 02:21:19.0,,200069.999811961,451952.472945436,43.47,POINT (955730.3576034367 1952394.8593568376)
81,3000000,PHMH320193000034087500001,20190103,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 창신동 625번지 10호 인아빌라 지하1층1호,서울특별시 종로구 낙산성곽동길 62 지하1층층 1호 (창신동 인아빌라),3089.0,씨유종로창신길점,20190103200353,I,2019-01-22 02:21:19.0,,200731.479029731,452853.41482704,84.27,POINT (956396.3787377587 1953291.9137274523)
82,3000000,PHMH320193000034087500002,20190103,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 부암동 220번지 1호 1층,서울특별시 종로구 창의문로 170 1층 (부암동),3020.0,세븐일레븐종로창의문점,20190103200232,I,2019-01-22 02:21:19.0,,196738.282,454729.048666667,40.0,POINT (952414.7738701311 1955188.1088769191)
83,3000000,PHMH320193000034087500005,20190129,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 명륜2가 222번지,서울특별시 종로구 성균관로 13 (명륜2가),3073.0,이마트24 R종로성대점,20190329145720,U,2019-04-26 02:40:00.0,,199728.673728992,453507.318524049,125.0,POINT (955397.4614748331 1953950.9066177793)
84,3000000,PHMH320193000034087500006,20190213,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 종로구 종로 383 1층 (숭인동),3112.0,씨유숭인2동점,20190214091725,I,2019-02-16 02:21:23.0,,201681.195720112,452478.977986105,111.0,POINT (957343.7186685873 1952912.5604803215)
85,3000000,PHMH320193000034087500013,20190524,,1,영업/정상,13,영업중,,,,,027333919,,,서울특별시 종로구 수송동 85번지 서머셋팰리스서울1층 1호,서울특별시 종로구 율곡로2길 7 서머셋팰리스서울 1층 1호 (수송동),3143.0,지에스25종로로얄점,20190529165009,U,2019-05-31 02:40:00.0,,198271.843790307,452533.899674194,49.5,POINT (953936.017199362 1952985.6461033626)
86,3000000,PHMH320193000034087500016,20190530,,1,영업/정상,13,영업중,,,,,1577-0711,,,서울특별시 종로구 동숭동 1번지 115호 지상1층,서울특별시 종로구 대학로 116 지상1층 (동숭동),3086.0,(주)코리아세븐 마로니에공원점,20191230140340,U,2020-01-01 02:40:00.0,,200137.118682246,453249.562595164,70.0,POINT (955804.3686703861 1953691.074256409)
87,3000000,PHMH320193000034087500011,20190502,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 연지동 136번지 73호 세림빌딩 1층,서울특별시 종로구 김상옥로 24 세림빌딩 1층 (연지동),3129.0,이마트24R종로대호점,20190502165756,I,2019-05-04 02:20:55.0,,199966.023703193,452302.347888199,120.0,POINT (955628.2890209042 1952745.1495302934)
88,3000000,PHMH320193000034087500017,20190611,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 명륜1가 72번지 3호 소석빌딩1층,서울특별시 종로구 성균관로 48-2 소석빌딩 1층 (명륜1가),3069.0,주식회사 코리아세븐 명륜성대점,20190611155206,I,2019-06-13 02:21:10.0,,199644.106786191,453833.482409091,,POINT (955314.6683832876 1954277.3919046049)
90,3000000,PHMH320193000034087500009,20190430,,1,영업/정상,13,영업중,,,,,027349013,,,서울특별시 종로구 관철동 13번지 13호 코아빌딩1 1층,서울특별시 종로구 종로12길 15 코아빌딩1 1층 (관철동),3190.0,주식회사 코리아세븐 종로코아점,20190430153929,I,2019-05-02 02:20:36.0,,198697.706712628,451897.834324531,,POINT (954358.3185970832 1952347.561549503)
91,3000000,PHMH320193000034087500019,20190625,,1,영업/정상,13,영업중,,,,,02-741-7779,,,서울특별시 종로구 동숭동 1번지 144호 낙산재 1층  101호,서울특별시 종로구 대학로12길 73 낙산재 1층 101호 (동숭동),3086.0,(주)비지에프휴먼넷 CU마로니에공원점,20211215145236,U,2021-12-17 02:40:00.0,,200281.251023483,453163.856123543,0.0,POINT (955947.9863525748 1953604.6330141553)
92,3000000,PHMH320193000034087500023,20190718,,1,영업/정상,13,영업중,,,,,743-0567,,,,서울특별시 종로구 창경궁로34길 15 (혜화동),3077.0,GS25 혜화대명점,20190718180108,I,2019-07-20 02:21:41.0,,200036.130856005,453557.531444188,42.9,POINT (955705.0641033804 1953999.4591967564)
93,3030000,PHMH320223030033087500008,20220425,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 성동구 한림말길 24 1층 107-1호 (옥수동 극동옥정아파트),4736.0,지에스(GS)25 옥정점,20220425145245,I,2021-12-03 22:07:00.0,,201145.389175397,448695.731035857,,POINT (956787.954079122 1949133.6828188996)
95,3000000,PHMH320193000034087500025,20190829,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 명륜2가 137번지 2호,서울특별시 종로구 성균관로5길 6 1층 (명륜2가),3073.0,씨유 종로성대점,20191230140826,U,2020-01-01 02:40:00.0,,199667.34921991,453570.529974391,,POINT (955336.4986132602 1954014.4200929925)
96,3000000,PHMH320193000034087500026,20190910,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 명륜3가 1번지 28호,서울특별시 종로구 명륜3길 10 (명륜3가),3064.0,이마트24 성대후문점,20191230140900,U,2020-01-01 02:40:00.0,,199428.158333717,454084.366462445,153.0,POINT (955100.1444557505 1954529.3283928807)
97,3000000,PHMH320193000034087500027,20190920,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 묘동 195번지 1층,서울특별시 종로구 돈화문로 33 1층 (묘동),3139.0,(주)코리아세븐 종로묘동점,20191230140931,U,2020-01-01 02:40:00.0,,199194.522294596,452126.693878744,,POINT (954856.1575636249 1952573.6804182334)
98,3000000,PHMH320123000034087500081,20121114,,1,영업/정상,13,영업중,,,,,02-741-5097,,110280.0,서울특별시 종로구 원서동 45번지 1층,서울특별시 종로구 창덕궁길 120 1층 (원서동),3057.0,씨유 종로원서점,20130715172353,I,2018-08-31 23:59:59.0,,198988.459597376,453392.779978221,,POINT (954656.9305127506 1953840.3627506227)
99,3000000,PHMH320123000034087500079,20121113,,1,영업/정상,13,영업중,,,,,,,110524.0,서울특별시 종로구 명륜4가 46번지 4호,서울특별시 종로구 대명길 21 (명륜4가),3078.0,(주)네오영 대학로2호점,20161122095632,I,2018-08-31 23:59:59.0,,199969.459458553,453437.965173952,,POINT (955637.7813489892 1953880.2962508146)
100,3000000,PHMH320123000034087500084,20121114,,1,영업/정상,13,영업중,,,,,02-379-5758,,110010.0,서울특별시 종로구 신영동 105번지 30호,서울특별시 종로구 세검정로6길 104 (신영동),3019.0,씨유 종로신영점,20130715173313,I,2018-08-31 23:59:59.0,,196557.462118676,455479.388346619,,POINT (952238.0298929807 1955939.117455223)
101,3000000,PHMH320123000034087500085,20121114,,1,영업/정상,13,영업중,,,,,02-743-1705,,110124.0,서울특별시 종로구 종로4가 2번지 8호,서울특별시 종로구 종로 201 1층 (종로4가),3130.0,씨유 종로5가점,20130715173830,I,2018-08-31 23:59:59.0,,199930.596613765,452092.620280635,,POINT (955591.7573993101 1952535.6943949887)
102,3000000,PHMH320123000034087500086,20121114,,1,영업/정상,13,영업중,,,,,02-763-7470,,110320.0,서울특별시 종로구 낙원동 110번지 1층 6호,서울특별시 종로구 돈화문로11길 38 1층 6호 (낙원동),3133.0,씨유 종로3가점,20130715174139,I,2018-08-31 23:59:59.0,,198984.839771292,452270.384433732,,POINT (954647.324739951 1952718.4322902756)
103,3000000,PHMH320183000034087500004,20180208,,1,영업/정상,13,영업중,,,,,,,,서울특별시 종로구 부암동 208번지 38호 쌈지빌딩,서울특별시 종로구 자하문로 238 쌈지빌딩 지층 1호 (부암동),3020.0,GS25부암대로점,20180208150100,I,2018-08-31 23:59:59.0,,196748.464828515,454791.837763203,35.0,POINT (952425.2877603741 1955250.8188448078)
104,3000000,PHMH320123000034087500060,20121112,,1,영업/정상,13,영업중,,,,,02-742-5937,,,,서울특별시 종로구 창신길 27 (창신동),3101.0,GS25 창신사랑,20130715155725,I,2018-08-31 23:59:59.0,,200865.581905975,452290.597368628,,POINT (956527.4259448344 1952728.6055800617)
105,3000000,PHMH320133000034087500016,20130130,,1,영업/정상,13,영업중,,,,,02-766-7438,,110410.0,서울특별시 종로구 인의동 101번지 1호,서울특별시 종로구 창경궁로 119 (인의동),3137.0,세븐일레븐 종로창경궁로점,20211123135415,U,2021-11-25 02:40:00.0,,199695.44437244,452315.032342992,0.0,POINT (955357.8850403129 1952759.272174199)
106,3000000,PHMH320133000034087500017,20130220,,1,영업/정상,13,영업중,,,,,02-720-4140,,110044.0,서울특별시 종로구 필운동 142번지,서울특별시 종로구 사직로 95 1층 1호 (필운동),3041.0,씨유 종로사직공원점,20130730155922,I,2018-08-31 23:59:59.0,,197222.039384531,452671.47363754,,POINT (952887.3621058553 1953128.7655258393)
107,3000000,PHMH320163000034087500005,20160224,,1,영업/정상,13,영업중,,,,,02-763-1334,,,서울특별시 종로구 숭인동 103번지 1호 1층,서울특별시 종로구 종로 351 1층 (숭인동),3113.0,씨유 동묘역점,20160225165600,I,2018-08-31 23:59:59.0,,201402.814743951,452356.534569671,,POINT (957064.7958992925 1952791.6509081272)
108,3000000,PHMH320183000034087500016,20180713,,1,영업/정상,13,영업중,,,,,,,3132.0,,서울특별시 종로구 삼일대로30길 23 종로비즈웰 101-8호 (익선동),3132.0,GS35종로익선,20180713175953,I,2018-08-31 23:59:59.0,,198938.628193769,452464.092338006,66.0,POINT (954602.1647425464 1952912.3097587815)
109,3000000,PHMH320173000034087500038,20170927,,1,영업/정상,13,영업중,,,,,02-736-8777,,,서울특별시 종로구 삼청동 22번지,서울특별시 종로구 삼청로 132 (삼청동),3050.0,씨유 종로삼청점,20180209143637,I,2018-08-31 23:59:59.0,,198323.932404197,453867.383569366,42.0,POINT (953995.1991489016 1954318.3234894522)
110,3000000,PHMH320173000034087500015,20170428,,1,영업/정상,13,영업중,,,,,02-725-4225,,,서울특별시 종로구 무악동 45번지 60호,서울특별시 종로구 통일로 248 (무악동),3030.0,세븐일레븐 독립문역점,20170516091310,I,2018-08-31 23:59:59.0,,196230.717211362,452476.181064583,23.1,POINT (951895.3894110275 1952938.8379783595)
